,text,author
12328,"Seeing a possible means of avoiding the dangerous jump, I yanked at the hangings and brought them down, pole and all; then quickly hooking two of the rings in the shutter catch and flinging the drapery outside.",HPL
12329,There is a real and very definite limit to optical discovery among the stars a limit whose nature need only be stated to be understood.,EAP
12330,That since he is The Most Happy must be still the one thing unknown even to Him.,EAP
12331,This idea made me shudder and recalled me to action.,MWS
12332,"Just where to begin Birch's story I can hardly decide, since I am no practiced teller of tales.",HPL
12333,And I have now mentioned all the provinces in which even the most liberal understanding of the poetic sentiment has declared this sentiment capable of expatiating.,EAP
12334,"That the plague was not what is commonly called contagious, like the scarlet fever, or extinct small pox, was proved.",MWS
12335,"The first impulse of an innocent man would have been to announce the outrage, and to aid in identifying the ruffians.",EAP
12336,"For about half an hour the conversation ran upon ordinary topics, but at last, we contrived, quite naturally, to give it the following turn: CAPT.",EAP
12337,"But on the night after it was set up in the temple a terrible thing must have happened, for weird lights were seen over the lake, and in the morning the people found the idol gone, and the high priest Taran Ish lying dead, as from some fear unspeakable.",HPL
12338,"Besides, they really knew very little; for wide salt marshes, desolate and unpeopled, keep neighbours off from Innsmouth on the landward side.",HPL
12339,"Seth he's gone aout naow to look at 'em, though I'll vaow he wun't keer ter git very nigh Wizard Whateley's Cha'ncey didn't look keerful ter see whar the big matted daown swath led arter it leff the pasturage, but he says he thinks it p'inted towards the glen rud to the village.",HPL
12340,But the mummer had gone so far as to assume the type of the Red Death.,EAP
12341,In the quivering of a leaf in the hue of a blade of grass in the shape of a trefoil in the humming of a bee in the gleaming of a dew drop in the breathing of the wind in the faint odors that came from the forest there came a whole universe of suggestion a gay and motley train of rhapsodical and immethodical thought.,EAP
12342,"His soul overflowed with ardent affections, and his friendship was of that devoted and wondrous nature that the world minded teach us to look for only in the imagination.",MWS
12343,"I have much to say of the climate of the planet; of its wonderful alternations of heat and cold, of unmitigated and burning sunshine for one fortnight, and more than polar frigidity for the next; of a constant transfer of moisture, by distillation like that in vacuo, from the point beneath the sun to the point the farthest from it; of a variable zone of running water, of the people themselves; of their manners, customs, and political institutions; of their peculiar physical construction; of their ugliness; of their want of ears, those useless appendages in an atmosphere so peculiarly modified; of their consequent ignorance of the use and properties of speech; of their substitute for speech in a singular method of inter communication; of the incomprehensible connection between each particular individual in the moon with some particular individual on the earth a connection analogous with, and depending upon, that of the orbs of the planet and the satellites, and by means of which the lives and destinies of the inhabitants of the one are interwoven with the lives and destinies of the inhabitants of the other; and above all, if it so please your Excellencies above all, of those dark and hideous mysteries which lie in the outer regions of the moon regions which, owing to the almost miraculous accordance of the satellite's rotation on its own axis with its sidereal revolution about the earth, have never yet been turned, and, by God's mercy, never shall be turned, to the scrutiny of the telescopes of man.",EAP
12344,"This latter direction I at once established by means of a pocket compass; then, pointing the glass as nearly at an angle of forty one degrees of elevation as I could do it by guess, I moved it cautiously up or down, until my attention was arrested by a circular rift or opening in the foliage of a large tree that overtopped its fellows in the distance.",EAP
12345,"D Lord Byron CHAPTER V Nearly a year had past since my father's return, and the seasons had almost finished their round It was now the end of May; the woods were clothed in their freshest verdure, and the sweet smell of the new mown grass was in the fields.",MWS
12346,"The air now became intolerably hot, and was loaded with spiral exhalations similar to those arising from heat iron.",EAP
12347,It is needless to say that a very short time sufficed us to lose sight of the coast.,EAP
